Scene no.,evaporation_and_natural_disperson,persistence,oil_amount_to_recover,E_ss,E_sl,E_sw,E_sb,E_ssC,E_slC,E_swC,E_sbC,E_ssI,E_slI,E_swI,E_sbI,water_temp,wind,air_temp,ice,oil_density,oil_viscosity,retaining_capacity,shoreline_length,distance_to_inhabitation,seawater,seasurface,residue_recovery,soot_pollution,displacement,sufficient_mixing_energy,MCR options,CDU options,ISB options
Scene 2899,0.494382022,0,0.043525346,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.37254902,0.752808989,0.862745098,0.414141414,0.142857143,0.894736842,0,0.940350276,0.00408998,0,0,0,0,1,0,8,-10,10
Scene 2900,0.550561798,1,0.555329968,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.294117647,0.494382022,0.470588235,0.696969697,0.428571429,0.789473684,1,0.796869522,0.474437628,0,0,0,1,1,0,-2,-10,10
Scene 2901,0.516853933,1,0.388884932,0.5,0.5,0.5,0,0,0.5,0,0.5,0,0.5,0.5,1,0.901960784,0.831460674,0.392156863,0.787878788,0.285714286,0.631578947,1,0.323168216,0.558282209,0,0,0,0,0,0,10,-10,-2
Scene 2902,0.853932584,1,0.907576231,0,0.5,0.5,0,0.5,0,1,0,0,0,0.5,0,0.196078431,0.224719101,0.333333333,0.666666667,0,0.947368421,1,0.764165979,0.08793456,1,0,0,0,0,0,10,-10,-2
Scene 2903,0.348314607,1,0.796337254,0,0.5,0.5,0,0,0.5,0,0.5,1,0.5,1,1,0.215686275,0.741573034,0.784313725,0.050505051,0.775510204,0.210526316,1,0.130046519,0.54192229,0,0,1,0,0,0,-2,-10,10
Scene 2904,0.91011236,1,0.067885261,1,1,1,0.5,1,0,0,0,0.5,0,0,1,0.882352941,0.95505618,0.862745098,0.545454545,0.06122449,0.473684211,1,0.403199974,0.386503067,0,0,0,0,1,1,10,-10,10
Scene 2905,0.269662921,0,0.833116263,0.5,1,1,1,1,0,1,0,0.5,1,1,0,0.764705882,0.404494382,0.098039216,0.434343434,0.183673469,0.526315789,0,0.659047852,0.032719836,0,0,0,1,1,0,-2,-10,10
Scene 2906,0.123595506,1,0.926771809,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,0.5,1,0.431372549,0.797752809,0.078431373,0.97979798,0.204081633,0.736842105,1,0.209890225,0.441717791,0,0,0,1,0,1,10,10,8
Scene 2907,0.505617978,1,0.666518651,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.352941176,0.865168539,0.235294118,0.666666667,0.510204082,0.894736842,1,0.264459252,0.99795501,0,0,1,0,1,0,10,-10,10
Scene 2908,0.404494382,1,0.737160098,0.5,1,0,0.5,0.5,0.5,0.5,0,0.5,0.5,1,0.5,0.68627451,0.595505618,0.784313725,0.565656566,0.93877551,0.526315789,1,0.727245075,0.566462168,0,0,1,1,1,0,10,-10,10
Scene 2909,0.775280899,0,0.359678137,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.607843137,0.314606742,0.529411765,0,0.591836735,0.263157895,0,0.076499253,0.719836401,0,0,1,0,0,1,10,10,10
Scene 2910,0.303370787,1,0.261989617,1,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0,0.117647059,0.06741573,0.215686275,0.141414141,0.551020408,0.631578947,1,0.749126836,0.374233129,0,0,0,1,0,1,10,10,8
Scene 2911,0.662921348,1,0.517290174,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.705882353,0.887640449,0.470588235,0.080808081,0.346938776,0.473684211,1,0.838603975,0.846625767,0,0,1,1,1,0,8,-10,10
Scene 2912,0.550561798,0,0.286745834,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.117647059,0.93258427,0,0.717171717,0.530612245,0.789473684,0,0.062774524,0.754601227,0,0,1,0,1,0,10,-10,10
Scene 2913,0.97752809,0,0.732279266,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.31372549,0.101123596,0.68627451,0.474747475,0.857142857,0.842105263,0,0.155801501,0.752556237,0,0,1,1,0,1,-2,10,8
Scene 2914,0.359550562,1,0.322489468,0.5,0.5,0.5,0,0.5,1,0.5,0,0.5,0,0.5,1,0.647058824,1,0.862745098,0.707070707,0.816326531,0.157894737,1,0.538075184,0.758691207,0,0,0,0,1,1,10,-10,10
Scene 2915,0.696629213,1,0.944870541,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.31372549,0.764044944,0,0.898989899,0.87755102,0.842105263,1,0.584595025,0.26993865,0,0,1,1,1,0,8,-10,10
Scene 2916,0.258426966,0,0.347039709,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.745098039,1,0.196078431,0.656565657,0.632653061,0.210526316,0,0.850233524,0.067484663,0,0,0,0,1,0,10,-10,10
Scene 2917,0.247191011,1,0.867218426,0.5,0,0.5,1,0.5,0,0.5,0.5,0.5,0,0.5,0,0.31372549,0.786516854,0.450980392,0.575757576,0.795918367,0.105263158,1,0.741660807,0.658486708,0,0,1,0,1,1,10,10,10
Scene 2918,0.561797753,1,0.256187306,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.862745098,0.775280899,0.509803922,0,0.551020408,0.736842105,1,0.607961771,0.811860941,0,0,0,1,0,1,10,10,8
Scene 2919,0.370786517,0,0.665651611,0.5,1,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.019607843,0.056179775,0.529411765,0.01010101,0.306122449,0,0,0.841670213,0.051124744,0,0,0,1,0,0,10,-10,8
Scene 2920,0.662921348,0,0.624470466,1,0.5,1,0,0,0.5,0,0.5,0.5,0.5,0.5,1,0.137254902,0.876404494,0.176470588,0.242424242,0.836734694,1,0,0.468772073,0.505112474,0,0,0,1,0,0,-2,-10,8
Scene 2921,0.95505618,0,0.664770065,0.5,0.5,1,0.5,0.5,0,1,0.5,1,1,0,0.5,0.31372549,0.808988764,0.450980392,0.121212121,0.857142857,0.789473684,0,0.274682247,0.081799591,0,0,1,1,1,0,-2,-10,10
Scene 2922,0.685393258,0,0.610815938,0,0.5,0,0.5,0,0.5,1,0.5,0,0.5,0,0.5,0.843137255,0.550561798,0.607843137,0.353535354,0.816326531,0.947368421,0,0.666271678,0.382413088,0,0,0,0,0,0,-2,-10,8
Scene 2923,0.359550562,1,0.339440684,0.5,0,0,1,0.5,0.5,1,0.5,0.5,0.5,1,1,0.431372549,0.943820225,0.333333333,0.171717172,0.714285714,0.263157895,1,0.769372749,0.102249489,0,0,0,1,0,1,-2,10,8
Scene 2924,0.438202247,1,0.827321235,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1,0.352941176,0.123595506,0.31372549,0.777777778,0.775510204,0.842105263,1,0.957008872,0.867075665,0,0,1,0,1,1,-2,-10,10
Scene 2925,0.224719101,0,0.85035505,1,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.588235294,0.191011236,0.450980392,0.101010101,0.224489796,0.526315789,0,0.956394723,0.952965235,0,0,0,1,0,1,10,10,8
Scene 2926,0.179775281,1,0.268719371,0,1,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.274509804,0.134831461,0.196078431,0.505050505,0.979591837,1,1,0.732374539,0.419222904,0,0,0,0,0,0,10,-10,10
Scene 2927,0.820224719,1,0.379879925,1,0.5,0,0,0.5,1,0,1,0,0,0,1,0.901960784,0.696629213,1,0.818181818,0.612244898,1,1,0.816436891,0.196319018,0,0,1,1,0,1,-2,10,8
Scene 2928,0.539325843,0,0.772145125,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.058823529,0.06741573,0.843137255,0.323232323,0.959183673,0.157894737,0,0.50548903,0.73006135,0,0,0,0,0,0,-2,-10,10
Scene 2929,0.213483146,0,0.255985316,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.039215686,0.280898876,0.392156863,0.646464646,0.489795918,0.631578947,0,0.628037289,0.267893661,0,0,1,0,1,0,10,-10,10
Scene 2930,0.370786517,0,0.689442587,0.5,1,0,0.5,0.5,0,0.5,0,0.5,0.5,0,1,0.725490196,0.269662921,0.509803922,0.626262626,0.224489796,0.368421053,0,0.84250051,0.944785276,0,0,0,1,1,1,-2,-10,10
Scene 2931,0.561797753,1,0.93096913,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0,0.5,0,0.901960784,0.595505618,0.607843137,0.96969697,0.959183673,0.894736842,1,0.647085032,0.120654397,0,0,1,0,1,1,8,10,10
Scene 2932,0.651685393,1,0.279500967,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.707865169,0.68627451,0.868686869,0.591836735,0.789473684,1,0.440918958,0.306748466,0,0,1,0,1,1,8,10,10
Scene 2933,0.573033708,1,0.945673036,1,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.196078431,0.393258427,0.274509804,0.787878788,0.612244898,0.842105263,1,0.632209465,0.779141104,0,0,1,0,0,1,-2,-10,10
Scene 2934,0.966292135,0,0.645017181,1,0.5,0.5,0.5,1,0.5,0.5,1,1,1,0.5,1,0.156862745,0.91011236,0.490196078,0.777777778,0.326530612,0.421052632,0,0.407031644,0.257668712,0,0,0,1,0,0,-2,-10,8
Scene 2935,0.550561798,1,0.293691235,0,0.5,0.5,0,1,0.5,0.5,1,1,0.5,0.5,0.5,0.294117647,0.853932584,0.156862745,0.868686869,0.265306122,0.789473684,1,0.12229877,0.580777096,0,0,0,0,1,1,10,10,10
Scene 2936,0.101123596,1,0.882883995,0.5,1,0.5,0,0.5,1,0.5,1,0.5,0.5,0.5,1,0.019607843,0.483146067,0.588235294,0.97979798,0.489795918,0.263157895,1,0.499918517,0.754601227,0,0,1,1,0,1,10,10,8
Scene 2937,0.382022472,0,0.197738083,0,1,0,1,1,0,0.5,1,1,1,1,0,0.862745098,0.179775281,0.980392157,0.616161616,0.632653061,0.052631579,0,0.690928333,0.139059305,0,0,0,0,0,0,10,-10,10
Scene 2938,0.449438202,0,0.370117726,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0,0.5,0.352941176,0.382022472,0.803921569,0.797979798,0.285714286,0.157894737,0,0.005057403,0.126789366,0,0,0,1,0,0,8,-10,8
Scene 2939,0.797752809,0,0.955883951,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.764705882,0.966292135,0.352941176,0.646464646,0.469387755,0.210526316,0,0.036563143,0.006134969,0,0,1,0,1,0,-2,-10,10
Scene 2940,0.93258427,0,0.834798231,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,1,0.588235294,0.235955056,0.960784314,0.545454545,0.102040816,0.736842105,0,0.482896142,0.417177914,0,0,0,0,0,1,-2,10,10
Scene 2941,0.842696629,1,0.570256395,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0,0.901960784,0.02247191,0.980392157,0.787878788,0.040816327,0.894736842,1,0.919012477,0.018404908,0,0,1,0,0,0,8,-10,10
Scene 2942,0.337078652,1,0.220206366,0.5,1,0.5,0,0.5,0.5,0,0.5,0.5,0.5,1,0,0.529411765,0.348314607,0.137254902,0.96969697,0.653061224,0.842105263,1,0.264963899,0.220858896,0,0,1,0,1,1,-2,-10,10
Scene 2943,0.202247191,0,0.824045894,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.235294118,0.617977528,0.490196078,0.474747475,0.734693878,0.736842105,0,0.947689612,0.944785276,0,0,0,0,0,1,2,10,10
Scene 2944,0,1,0.912788711,1,1,0.5,1,0.5,0,0.5,1,0,0,0.5,0,0.137254902,0.898876404,0.549019608,0.828282828,0.163265306,0.684210526,1,0.675602185,0.427402863,0,0,1,0,0,0,10,-10,-2
Scene 2945,0.707865169,1,0.282341155,1,0.5,0.5,0,1,0,0.5,1,0,1,0.5,1,0.37254902,0.831460674,0.62745098,0.474747475,0.367346939,0.631578947,1,0.329168364,0.664621677,0,0,1,1,0,0,-2,-10,8
Scene 2946,0.528089888,1,0.096607724,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.431372549,0.247191011,0.549019608,0.838383838,0.387755102,0.105263158,1,0.979624966,0.100204499,0,0,1,1,1,1,10,-10,10
Scene 2947,0.561797753,1,0.340991708,0,0,1,1,1,1,1,0,0.5,0,0.5,1,0.490196078,0.101123596,0.078431373,0.868686869,0.693877551,0.052631579,1,0.45935326,0.421267894,0,0,0,1,1,1,10,-10,10
Scene 2948,0.865168539,1,0.577174262,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.470588235,0.584269663,0.725490196,0.292929293,0.897959184,0.210526316,1,0.50953446,0.948875256,0,0,1,0,1,0,8,-10,10
Scene 2949,0.831460674,1,0.642376438,1,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.137254902,0.033707865,0,0.494949495,0.795918367,0.421052632,1,0.796699582,0.357873211,0,0,1,1,1,0,10,-10,10
Scene 2950,0.134831461,0,0.873930223,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0,0.5,0.5,1,0.352941176,0.921348315,0.666666667,0.717171717,0.836734694,0.421052632,0,0.339163081,0.061349693,0,0,1,1,0,1,2,10,8
Scene 2951,0.93258427,1,0.895411476,0,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.843137255,0.865168539,0.843137255,0.090909091,0.408163265,0.315789474,1,0.628036104,0.852760736,0,0,0,1,0,0,-2,-10,8
Scene 2952,0.741573034,1,0.249701044,0,1,1,0.5,0,1,1,0,0,1,1,0.5,0.31372549,0.887640449,0.039215686,0.080808081,0.428571429,0.578947368,1,0.873929081,0.965235174,0,0,0,0,1,0,-2,-10,-2
Scene 2953,0.95505618,0,0.57802661,1,0.5,1,1,0,0.5,0,1,0,0.5,1,0,0.764705882,0.539325843,0.509803922,0.434343434,0.87755102,0.631578947,0,0.077116083,0.511247444,0,0,0,0,1,0,10,-10,8
Scene 2954,0.382022472,1,0.572400671,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.352941176,0.393258427,0.37254902,1,0.204081633,0.736842105,1,0.462909511,0.928425358,0,0,1,0,0,1,10,-10,10
Scene 2955,0.449438202,1,0.213489232,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,0.5,1,0.549019608,0.865168539,0.411764706,0.292929293,0.959183673,0.105263158,1,0.497986729,0.758691207,0,0,0,0,1,0,10,-10,10
Scene 2956,0.033707865,0,0.014464895,0.5,0.5,0.5,0.5,0,0.5,0.5,0,1,0.5,0.5,0.5,0.607843137,0.157303371,0.37254902,0.888888889,0,0.157894737,0,0.461029515,0.928425358,1,0,0,1,1,0,10,-10,10
Scene 2957,0.662921348,1,0.753711356,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.411764706,0.741573034,0.705882353,0.252525253,0.204081633,0.526315789,1,0.756643133,0.214723926,0,0,1,0,0,0,8,-10,10
Scene 2958,0.348314607,0,0.241663477,0,0,0.5,0.5,1,0,0.5,0.5,0,0,0.5,0.5,0.705882353,0.213483146,0.901960784,0.616161616,0.408163265,0.263157895,0,0.897667748,0.482617587,0,0,0,1,0,0,-2,-10,8
Scene 2959,0.662921348,0,0.772685354,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0.333333333,0.898876404,0.156862745,0.202020202,0.244897959,1,0,0.539269964,0.374233129,0,0,1,0,1,1,10,-10,10
Scene 2960,0.033707865,1,0.873437964,0,0.5,1,0.5,1,0.5,0,0,1,0.5,1,0,0.215686275,0.06741573,0.529411765,0.141414141,0,0.210526316,1,0.881252167,0.096114519,1,0,1,1,0,1,-2,-10,8
Scene 2961,0.303370787,0,0.136805749,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.196078431,0.325842697,0.588235294,0.070707071,0.142857143,0.315789474,0,0.406740239,0.955010225,0,0,1,0,0,1,10,10,10
Scene 2962,0.921348315,0,0.050840011,1,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.529411765,0.97752809,0.490196078,0.535353535,0.612244898,0.631578947,0,0.266883495,0.766871166,0,0,0,0,0,0,-2,-10,8
Scene 2963,0.898876404,1,0.867985822,0.5,0,0.5,1,0.5,0,0.5,0,0.5,1,0.5,0.5,0.450980392,0.865168539,0,0.98989899,0.326530612,0.631578947,1,0.891335955,0.676891616,0,0,0,1,1,1,-2,-10,10
Scene 2964,0.191011236,1,0.690005482,0.5,0,0.5,1,0.5,0.5,0.5,1,0.5,0,0.5,0.5,0.039215686,0.06741573,0.137254902,0.131313131,0.040816327,0.684210526,1,0.653440581,0.875255624,0,0,1,0,0,1,-2,10,10
Scene 2965,0.775280899,0,0.373406409,0,0,0.5,0.5,1,0,1,0.5,1,0.5,1,0.5,0.254901961,0.539325843,0.607843137,0.262626263,0.428571429,0.157894737,0,0.266612212,0.550102249,0,0,0,0,0,0,-2,-10,10
Scene 2966,0.202247191,0,0.862854967,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.450980392,0.831460674,0.647058824,0.343434343,0.897959184,0.368421053,0,0.028828087,0.705521472,0,0,0,0,1,0,10,-10,10
Scene 2967,0.97752809,1,0.351861552,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.803921569,0.471910112,0.843137255,0.080808081,0.653061224,0,1,0.97017101,0.775051125,0,0,1,1,0,0,8,-10,8
Scene 2968,0.775280899,0,0.277736621,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.705882353,0.011235955,0.62745098,0.808080808,0.918367347,0.473684211,0,0.434916132,0.137014315,0,0,1,0,1,0,8,-10,10
Scene 2969,0.786516854,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.941176471,0.831460674,0.490196078,0.131313131,0.591836735,0.526315789,0,0.823290935,0.376278119,0,0,0,0,0,0,8,-10,10
Scene 2970,0.853932584,1,0.090320736,0.5,1,0.5,1,0.5,0,0.5,1,0.5,0.5,0.5,0,0.549019608,0.797752809,0,0.676767677,0.081632653,0.526315789,1,0.001943171,0.899795501,0,0,1,0,1,1,10,10,10
Scene 2971,0.505617978,0,0.636187102,0.5,0,0.5,0,0.5,1,0.5,0.5,0.5,1,0.5,1,0.098039216,0.696629213,0.921568627,0.202020202,0.204081633,0,0,0.029732069,0.578732106,0,0,1,1,0,0,-2,-10,8
Scene 2972,0.617977528,0,0.194743923,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.882352941,0.651685393,0.039215686,0.737373737,0.530612245,0.421052632,0,0.146115972,0.251533742,0,0,0,0,0,0,8,-10,10
Scene 2973,0.696629213,1,0.737849072,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.921568627,0.91011236,0.647058824,0.262626263,0.020408163,0.368421053,1,0.38605728,0.54601227,0,0,0,0,0,1,-2,10,10
Scene 2974,0.595505618,1,0.965182429,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0,0.666666667,0.494382022,0.019607843,0.313131313,0.020408163,0.210526316,1,0.883860015,0.380368098,0,0,0,0,0,1,-2,10,10
Scene 2975,0.471910112,1,0.743697407,0,0.5,0,0,1,0.5,1,1,0.5,0.5,0,0.5,0,0.04494382,0.31372549,0.96969697,0.857142857,0.894736842,1,0.454391172,0.848670757,0,0,0,0,1,0,10,-10,10
Scene 2976,0.415730337,1,0.573397683,0,0.5,1,0.5,0,0.5,0,0.5,1,0.5,1,1,0.254901961,0.595505618,0.666666667,0.646464646,0,0.631578947,1,0.801105962,0.100204499,1,0,0,0,1,1,10,-2,10
Scene 2977,0.168539326,1,0.189023535,1,0.5,0.5,0.5,1,0.5,0.5,1,0,0.5,0.5,0,0.764705882,0.303370787,0.941176471,0.707070707,0.93877551,0.736842105,1,0.777876902,0.783231084,0,0,0,0,0,1,10,10,8
Scene 2978,0.404494382,0,0.597595715,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0.5,0.470588235,0.471910112,0.450980392,0.484848485,0.979591837,0.684210526,0,0.252921585,0.488752556,0,0,0,0,1,1,10,-10,8
Scene 2979,0.842696629,1,0.915340105,0,0.5,0.5,0,0,0.5,0.5,0,1,0.5,0.5,0.5,0.411764706,0.325842697,0.725490196,0.646464646,0.714285714,0.842105263,1,0.39251107,0.877300613,0,0,0,0,1,1,10,-10,10
Scene 2980,0.348314607,1,0.330085132,0.5,1,0.5,0.5,0,1,0.5,0,1,0,0.5,0.5,0.647058824,0.359550562,0.980392157,0.505050505,0,0.578947368,1,0.420765596,0.644171779,1,0,1,0,0,1,-2,-10,10
Scene 2981,0.595505618,0,0.519304856,1,0.5,1,1,1,0.5,1,0,0,0.5,1,0,0.921568627,0.101123596,0.862745098,0.939393939,0.816326531,0.052631579,0,0.972826812,0.842535787,0,0,1,1,1,1,-2,-10,10
Scene 2982,0.730337079,0,0.16359368,0,1,0.5,1,0.5,0,0.5,0,0.5,0,0.5,0.5,0.843137255,0.786516854,0.411764706,0.96969697,0.387755102,0.947368421,0,0.200994074,0.253578732,0,0,0,1,0,0,-2,-10,8
Scene 2983,0.943820225,1,0.08359285,1,0,0,1,0.5,0,1,0,0.5,1,0,0.5,0.098039216,0.91011236,0.156862745,0.434343434,0.653061224,0.263157895,1,0.678383778,0.398773006,0,0,0,0,1,0,-2,-10,10
Scene 2984,0.808988764,1,0.045704596,0.5,0.5,1,0,0.5,0.5,0,0,1,0.5,0,1,0.568627451,0.505617978,0.215686275,0.929292929,1,0.842105263,1,0.032394801,0.327198364,0,0,0,1,0,0,-2,-10,8
Scene 2985,0.337078652,0,0.665652427,0,0,0.5,0.5,0.5,0,0.5,0,0.5,1,0.5,0.5,0.294117647,0.606741573,0.784313725,0.04040404,0.244897959,0.105263158,0,0.30436735,0.496932515,0,0,1,0,0,1,10,-10,10
Scene 2986,0.685393258,0,0.854522421,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.882352941,0.943820225,0.784313725,0.333333333,0.795918367,0.157894737,0,0.149145694,0.509202454,0,0,0,0,0,1,2,10,10
Scene 2987,0.224719101,0,0.677185784,1,0.5,0.5,0.5,0,0.5,0.5,1,0,0.5,0.5,1,0.803921569,0.629213483,0.980392157,0.161616162,0.632653061,0.894736842,0,0.955837269,0.938650307,0,0,1,0,1,1,10,-2,-2
Scene 2988,0.370786517,0,0.246492949,0,0.5,1,0.5,1,0.5,1,0,0,0.5,0,1,0.31372549,0.93258427,0.882352941,0.424242424,0.06122449,0.789473684,0,0.95267297,0.331288344,0,0,1,1,1,0,-2,-10,10
Scene 2989,0.685393258,1,0.204275706,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.019607843,0.404494382,0.450980392,0.909090909,0.734693878,0.315789474,1,0.89979865,0.685071575,0,0,1,0,0,0,8,-10,10
Scene 2990,0.213483146,0,0.26206107,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0,0.5,0.5,0.862745098,0.516853933,0.333333333,0.666666667,0.204081633,0.263157895,0,0.962399184,0.940695297,0,0,1,1,0,0,-2,-10,8
Scene 2991,0.269662921,0,0.061793277,0.5,0.5,0.5,0,0,0.5,0,1,0,0.5,0.5,0.5,0.568627451,0.606741573,0.725490196,0.212121212,0.326530612,0.736842105,0,0.590327639,0.404907975,0,0,0,0,1,1,10,-2,10
Scene 2992,0.292134831,1,0.634432551,0.5,0,0.5,0.5,0.5,0,0.5,1,1,0.5,0.5,0.5,0.31372549,0.943820225,0.843137255,0.050505051,0.795918367,0.842105263,1,0.173436605,0.875255624,0,0,0,1,0,1,-2,10,8
Scene 2993,0.348314607,0,0.39428543,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.058823529,0.213483146,0.647058824,0.242424242,0.795918367,0.157894737,0,0.165442837,0.1799591,0,0,0,1,1,0,10,-10,10
Scene 2994,0.617977528,1,0.299547198,0.5,0.5,1,1,0.5,0,0.5,1,0.5,1,0.5,1,0.392156863,0.235955056,0.901960784,0.616161616,0.551020408,0.894736842,1,0.144021788,0.932515337,0,0,1,1,0,1,10,10,8
Scene 2995,0.02247191,0,0.468003306,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.137254902,0.471910112,0.803921569,0.949494949,0.775510204,0.473684211,0,0.684380004,0.075664622,0,0,1,0,0,1,10,10,10
Scene 2996,0.348314607,1,0.513187977,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.960784314,0.325842697,0.176470588,0.131313131,0.979591837,0.315789474,1,0.036221925,0.167689162,0,0,0,1,0,1,10,10,8
Scene 2997,0.06741573,1,0.91835971,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.196078431,0.584269663,0,0.484848485,0.979591837,0.421052632,1,0.491069115,0.777096115,0,0,0,1,1,0,10,-10,10
Scene 2998,0.112359551,0,0.972311264,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,0,0.745098039,0.606741573,0.823529412,0.151515152,0.12244898,0.526315789,0,0.498634132,0.302658487,0,0,1,0,0,0,10,-10,10
Scene 2999,0.056179775,1,0.917848301,0.5,0.5,0.5,0.5,0.5,1,0.5,1,1,1,0.5,1,0.568627451,0.651685393,0.058823529,0.929292929,0.265306122,0.157894737,1,0.377954338,0.836400818,0,0,1,1,0,0,8,-10,8
Scene 3000,0.056179775,1,0.461440945,1,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.352941176,0.831460674,0.37254902,0.202020202,0.612244898,0.210526316,1,0.114571057,0.705521472,0,0,0,1,0,1,-2,10,8
Scene 3001,0.370786517,0,0.211899311,0,0.5,0.5,1,0,0.5,0.5,1,0,0.5,0.5,1,0.37254902,0.179775281,0.607843137,0.282828283,0.897959184,1,0,0.60721303,0.022494888,0,0,0,1,0,1,10,-2,8
Scene 3002,0.865168539,0,0.845043679,0,0,0.5,0.5,0,1,1,0.5,0.5,0,1,0.5,0.882352941,0.168539326,0.705882353,0.888888889,0.897959184,0.315789474,0,0.203686132,0.298568507,0,0,1,1,1,1,-2,-2,10
Scene 3003,0.359550562,0,0.714841252,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.490196078,0.314606742,0.764705882,0.04040404,0.306122449,1,0,0.456600191,0.505112474,0,0,0,1,0,0,-2,-10,8
Scene 3004,0.438202247,1,0.002890238,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.647058824,0.247191011,0.019607843,0.717171717,0.836734694,1,1,0.246029625,0.45398773,0,0,0,1,1,0,-2,-10,10
Scene 3005,0.775280899,0,0.451824978,0.5,0,0.5,0,0.5,0,0.5,1,0.5,1,0.5,0.5,0.294117647,0.820224719,0.666666667,0.262626263,0.836734694,0.631578947,0,0.427059398,0.09406953,0,0,1,1,0,1,-2,10,8
