Scene no.,oil_spill_size,evaporation_and_natural_disperson,persistence,oil_amount_to_recover,E_ss,E_sl,E_sw,E_sb,sufficient_mixing_energy,seasurface,seawater,Rtime_ss,Rtime_sw,E_ssC,E_slC,E_swC,E_sbC,soot_pollution,residue_recovery,displacement,E_ssI,E_slI,E_swI,E_sbI,water_temp,wind,air_temp,ice,oil_density,oil_viscosity,oil_amount_to_recover.1,displacement.1,retaining_capacity,shoreline_length,distance_to_inhabitation,mcr_DT_output,cdu_DT_output,isb_DT_output
Scene 2892,LARGE,97,0,1.109784961,0,0,1,0,no,Large,Large,Short,Short,0,0,-1,0,NO soot pollution,no,yes,0,0,-1,0,1,15,-9,21,26,15,1.109784961,yes,0,3.233728313,154,OK ,Not recommended ,OK 
Scene 2893,LARGE,72,0,1.212489009,-1,-1,0,1,no,Large,Large,Short,Short,-1,1,0,0,YES soot pollution,no,yes,0,1,0,-1,-21,13,-36,72,23,7,1.212489009,yes,0,3.092121774,265,OK ,Not recommended ,OK 
Scene 2894,LARGE,24,0,0.917418838,0,0,-1,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,no,0,0,-1,0,-21,79,-22,6,47,12,0.917418838,no,0,1.393171363,314,OK ,Not recommended ,OK 
Scene 2895,MEDIUM,80,1,1.201978564,0,0,0,-1,no,Large,Large,Short,Short,1,0,0,0,YES soot pollution,no,no,0,0,0,-1,-39,63,-37,61,15,7,1.201978564,no,1,4.736647281,295,Consider ,Not recommended ,Consider 
Scene 2896,SMALL,72,0,1.945229053,1,0,0,0,no,Large,Large,Short,Short,-1,0,0,0,NO soot pollution,no,no,-1,0,0,0,-7,78,-44,93,14,12,1.945229053,no,0,3.377150421,453,Unknown,Not recommended ,OK 
Scene 2897,SMALL,57,0,1.920760751,1,0,1,0,yes,Large,Large,Short,Short,1,0,0,0,YES soot pollution,yes,yes,1,0,-1,0,-8,58,-41,41,1,18,1.920760751,yes,0,4.620104265,44,Unknown,OK ,OK 
Scene 2898,MEDIUM,17,0,0.99945873,1,0,-1,0,no,Large,Large,Short,Short,-1,0,1,1,NO soot pollution,no,yes,-1,0,1,-1,-28,11,-25,17,34,5,0.99945873,yes,0,3.603346297,92,OK ,Not recommended ,Consider 
Scene 2899,SMALL,54,0,0.183110386,0,0,0,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,yes,0,0,0,0,-31,77,-6,41,7,19,0.183110386,yes,0,4.761163889,12,Consider ,Not recommended ,OK 
Scene 2900,SMALL,59,1,1.154821038,0,0,-1,-1,no,Large,Large,Short,Short,0,0,-1,-1,YES soot pollution,no,yes,0,0,0,0,-35,54,-26,69,21,17,1.154821038,yes,1,4.18746449,242,Unknown,Not recommended ,OK 
Scene 2901,LARGE,56,1,0.838809013,0,0,0,-1,no,Large,Large,Short,Short,-1,0,-1,0,NO soot pollution,no,no,-1,0,0,1,-4,84,-30,78,14,14,0.838809013,no,1,2.293397547,283,OK ,Not recommended ,Unknown
Scene 2902,LARGE,86,1,1.823594689,-1,0,0,-1,no,Large,Small,Short,Short,0,-1,1,-1,NO soot pollution,no,no,-1,-1,0,-1,-40,30,-33,66,0,20,1.823594689,no,1,4.056701288,53,OK ,Not recommended ,Unknown
Scene 2903,SMALL,41,1,1.612396717,-1,0,0,-1,no,Large,Large,Short,Short,-1,0,-1,0,NO soot pollution,yes,no,1,0,1,1,-39,76,-10,5,38,6,1.612396717,no,1,1.521211744,275,Unknown,Not recommended ,OK 
Scene 2904,LARGE,91,1,0.229360044,1,1,1,0,yes,Large,Large,Short,Short,1,-1,-1,-1,NO soot pollution,no,yes,0,-1,-1,1,-5,95,-6,54,3,11,0.229360044,yes,1,2.613399845,199,OK ,Not recommended ,OK 
Scene 2905,SMALL,34,0,1.682225227,0,1,1,1,no,Large,Large,Short,Short,1,-1,1,-1,YES soot pollution,no,yes,0,1,1,-1,-11,46,-45,43,9,12,1.682225227,yes,0,3.636392609,26,Unknown,Not recommended ,OK 
Scene 2906,MEDIUM,21,1,1.860039353,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,1,YES soot pollution,no,no,0,-1,0,1,-28,81,-46,97,10,16,1.860039353,no,1,1.84046213,226,OK ,OK ,Consider 
Scene 2907,LARGE,55,1,1.365923524,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,yes,0,0,0,-1,-32,87,-38,66,25,19,1.365923524,yes,1,2.05865319,498,OK ,Not recommended ,OK 
Scene 2908,MEDIUM,46,1,1.500043154,0,1,-1,0,no,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,yes,0,0,1,0,-15,63,-10,56,46,12,1.500043154,yes,1,3.909075216,287,OK ,Not recommended ,OK 
Scene 2909,LARGE,79,0,0.783357084,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,no,0,0,0,0,-19,38,-23,0,29,7,0.783357084,no,0,1.307106136,362,OK ,OK ,OK 
Scene 2910,MEDIUM,37,1,0.597885966,1,0,1,0,yes,Large,Large,Short,Short,0,0,1,0,YES soot pollution,no,no,1,0,1,-1,-44,16,-39,14,27,14,0.597885966,no,1,3.996568157,193,OK ,OK ,Consider 
Scene 2911,SMALL,69,1,1.082598805,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,yes,0,0,0,0,-14,89,-26,8,17,11,1.082598805,yes,1,4.354337259,424,Consider ,Not recommended ,OK 
Scene 2912,LARGE,59,0,0.644888043,0,0,0,0,no,Large,Large,Short,Short,0,0,-1,0,NO soot pollution,yes,yes,0,0,-1,0,-44,93,-50,71,26,17,0.644888043,yes,0,1.252228609,379,OK ,Not recommended ,OK 
Scene 2913,SMALL,97,0,1.49077642,0,0,1,0,yes,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,no,0,0,-1,0,-34,19,-15,47,42,18,1.49077642,no,0,1.624191532,378,Unknown,OK ,Consider 
Scene 2914,LARGE,42,1,0.712750793,0,0,0,-1,yes,Large,Large,Short,Short,0,1,0,-1,NO soot pollution,no,yes,0,-1,0,1,-17,99,-6,70,40,5,0.712750793,yes,1,3.152690479,381,OK ,Not recommended ,OK 
Scene 2915,SMALL,72,1,1.89440155,0,0,0,0,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,yes,0,0,0,0,-34,78,-50,89,43,18,1.89440155,yes,1,3.338697341,142,Consider ,Not recommended ,OK 
Scene 2916,MEDIUM,33,0,0.759361804,0,0,0,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,yes,0,0,0,0,-12,99,-40,65,31,6,0.759361804,yes,0,4.400837331,43,OK ,Not recommended ,OK 
Scene 2917,MEDIUM,32,1,1.746971488,0,-1,0,1,yes,Large,Large,Short,Short,0,-1,0,0,NO soot pollution,yes,yes,0,-1,0,-1,-34,80,-27,57,39,4,1.746971488,yes,1,3.966715674,332,OK ,OK ,OK 
Scene 2918,LARGE,60,1,0.586869717,0,0,0,1,yes,Large,Large,Short,Short,0,0,0,0,YES soot pollution,no,no,0,0,0,-1,-6,79,-24,0,27,16,0.586869717,no,1,3.432127907,407,OK ,OK ,Consider 
Scene 2919,MEDIUM,43,0,1.364277363,0,1,0,0,no,Large,Large,Short,Short,-1,0,-1,0,YES soot pollution,no,no,0,0,-1,0,-49,15,-23,1,15,2,1.364277363,no,0,4.366597434,35,OK ,Not recommended ,Consider 
Scene 2920,SMALL,69,0,1.28609097,1,0,1,-1,no,Large,Large,Short,Short,-1,0,-1,0,YES soot pollution,no,no,0,0,0,1,-43,88,-41,24,41,21,1.28609097,no,0,2.875586044,257,Unknown,Not recommended ,Consider 
Scene 2921,MEDIUM,95,0,1.362603664,0,0,1,0,no,Large,Large,Short,Short,0,-1,1,0,YES soot pollution,yes,yes,1,1,-1,0,-34,82,-27,12,42,17,1.362603664,yes,0,2.099529236,50,Unknown,Not recommended ,OK 
Scene 2922,SMALL,71,0,1.260166526,-1,0,-1,0,no,Large,Large,Short,Short,-1,0,1,0,NO soot pollution,no,no,-1,0,-1,0,-7,59,-19,35,40,20,1.260166526,no,0,3.665276657,197,Unknown,Not recommended ,Consider 
Scene 2923,SMALL,42,1,0.74493432,0,-1,-1,1,yes,Large,Large,Short,Short,0,0,1,0,YES soot pollution,no,no,0,0,1,1,-28,94,-33,17,35,7,0.74493432,no,1,4.077520252,60,Unknown,OK ,Consider 
Scene 2924,SMALL,49,1,1.671222806,0,0,-1,0,yes,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,yes,0,0,1,1,-32,21,-34,77,38,18,1.671222806,yes,1,4.827772309,434,Unknown,Not recommended ,OK 
Scene 2925,LARGE,30,0,1.714954734,1,0,0,-1,yes,Large,Large,Short,Short,-1,0,0,0,YES soot pollution,no,no,0,0,0,0,-20,27,-27,10,11,12,1.714954734,no,0,4.82531667,476,OK ,OK ,Consider 
Scene 2926,LARGE,26,1,0.610663056,-1,1,0,-1,no,Large,Large,Short,Short,1,0,0,0,NO soot pollution,no,no,0,0,0,1,-36,22,-40,50,48,21,0.610663056,no,1,3.929585076,215,OK ,Not recommended ,OK 
Scene 2927,SMALL,83,1,0.821712136,1,0,-1,-1,yes,Large,Large,Short,Short,0,1,-1,1,YES soot pollution,yes,no,-1,-1,-1,1,-4,72,1,81,30,21,0.821712136,no,1,4.265703471,106,Unknown,OK ,Consider 
Scene 2928,MEDIUM,58,0,1.566465616,1,0,-1,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,-1,0,0,0,-47,16,-7,32,47,5,1.566465616,no,0,3.022396648,367,Unknown,Not recommended ,OK 
Scene 2929,LARGE,29,0,0.58648622,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,yes,0,0,0,0,-48,35,-30,64,24,14,0.58648622,yes,0,3.512398691,141,OK ,Not recommended ,OK 
Scene 2930,SMALL,43,0,1.409446836,0,1,-1,0,yes,Large,Large,Short,Short,0,-1,0,-1,YES soot pollution,no,yes,0,0,-1,1,-13,34,-24,62,11,9,1.409446836,yes,0,4.369917327,472,Unknown,Not recommended ,OK 
Scene 2931,SMALL,60,1,1.868008375,0,0,0,0,yes,Large,Large,Short,Short,0,1,0,1,NO soot pollution,yes,yes,0,-1,0,-1,-4,63,-19,96,47,19,1.868008375,yes,1,3.588559974,69,Consider ,OK ,OK 
Scene 2932,MEDIUM,68,1,0.63113296,0,0,0,0,yes,Large,Large,Short,Short,0,0,1,0,NO soot pollution,yes,yes,0,0,-1,0,1,73,-15,86,29,17,0.63113296,yes,1,2.764216994,160,Consider ,OK ,OK 
Scene 2933,MEDIUM,61,1,1.895925164,1,0,0,-1,yes,Large,Large,Short,Short,-1,0,0,-1,NO soot pollution,yes,no,-1,0,0,0,-40,45,-36,78,30,18,1.895925164,no,1,3.529080893,391,Unknown,Not recommended ,OK 
Scene 2934,SMALL,96,0,1.325100899,1,0,0,0,no,Large,Large,Short,Short,1,0,0,1,YES soot pollution,no,no,1,1,0,1,-42,91,-25,77,16,10,1.325100899,no,0,2.628720556,136,Unknown,Not recommended ,Consider 
Scene 2935,LARGE,59,1,0.658074558,-1,0,0,-1,yes,Large,Large,Short,Short,1,0,0,1,NO soot pollution,no,yes,1,0,0,0,-35,86,-42,86,13,17,0.658074558,yes,1,1.490232825,294,OK ,OK ,OK 
Scene 2936,MEDIUM,19,1,1.776714087,0,1,0,-1,yes,Large,Large,Short,Short,0,1,0,1,YES soot pollution,yes,no,0,0,0,1,-49,53,-20,97,24,7,1.776714087,no,1,3.000123277,379,OK ,OK ,Consider 
Scene 2937,MEDIUM,44,0,0.475898206,-1,1,-1,1,no,Large,Large,Short,Short,1,-1,0,1,NO soot pollution,no,no,1,1,1,-1,-6,26,0,61,31,3,0.475898206,no,0,3.763864848,78,OK ,Not recommended ,OK 
Scene 2938,SMALL,50,0,0.803177655,0,0,0,0,no,Large,Large,Short,Short,0,0,1,0,YES soot pollution,no,no,1,0,-1,0,-32,44,-9,79,14,5,0.803177655,no,0,1.02145008,72,Consider ,Not recommended ,Consider 
Scene 2939,SMALL,81,0,1.915311575,0,0,-1,0,no,Large,Large,Short,Short,0,0,1,0,NO soot pollution,yes,yes,0,0,1,0,-11,96,-32,64,23,6,1.915311575,yes,0,1.147423939,13,Unknown,Not recommended ,OK 
Scene 2940,SMALL,93,0,1.685418606,0,1,0,0,yes,Large,Large,Short,Short,0,-1,0,0,NO soot pollution,no,no,0,-1,0,1,-20,31,-1,54,5,16,1.685418606,no,0,2.932060309,214,Unknown,OK ,OK 
Scene 2941,SMALL,85,1,1.183160305,0,0,0,0,no,Large,Large,Short,Short,1,0,0,-1,NO soot pollution,yes,no,0,0,0,-1,-4,12,0,78,2,19,1.183160305,no,1,4.675845946,19,Consider ,Not recommended ,OK 
Scene 2942,SMALL,40,1,0.518556416,0,1,0,-1,yes,Large,Large,Short,Short,0,0,-1,0,NO soot pollution,yes,yes,0,0,1,-1,-23,41,-43,96,32,18,0.518556416,yes,1,2.06067099,118,Unknown,Not recommended ,OK 
Scene 2943,SMALL,28,0,1.665004253,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,0,0,0,0,-38,65,-25,47,36,16,1.665004253,no,0,4.790509795,472,Go to next season ,OK ,OK 
Scene 2944,MEDIUM,10,1,1.833491087,1,1,0,1,no,Large,Large,Short,Short,0,-1,0,1,NO soot pollution,yes,no,-1,-1,0,-1,-43,90,-22,82,8,15,1.833491087,no,1,3.702584143,219,OK ,Not recommended ,Unknown
Scene 2945,MEDIUM,73,1,0.636525333,1,0,0,-1,no,Large,Large,Short,Short,1,-1,0,1,YES soot pollution,yes,no,-1,1,0,1,-31,84,-18,47,18,14,0.636525333,no,1,2.317388788,335,Unknown,Not recommended ,Consider 
Scene 2946,LARGE,57,1,0.283892423,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,yes,0,0,0,0,-28,32,-22,83,19,4,0.283892423,yes,1,4.918201436,59,OK ,Not recommended ,OK 
Scene 2947,LARGE,60,1,0.747879088,-1,-1,1,1,yes,Large,Large,Short,Short,1,1,1,-1,YES soot pollution,no,yes,0,-1,0,1,-25,19,-46,86,34,3,0.747879088,yes,1,2.837925474,216,OK ,Not recommended ,OK 
Scene 2948,MEDIUM,87,1,1.196294546,0,0,0,1,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,yes,0,0,0,-1,-26,62,-13,29,44,6,1.196294546,yes,1,3.038572063,474,Consider ,Not recommended ,OK 
Scene 2949,LARGE,84,1,1.320087194,1,0,0,-1,no,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,yes,-1,0,0,0,-43,13,-50,49,39,10,1.320087194,yes,1,4.186784996,185,OK ,Not recommended ,OK 
Scene 2950,SMALL,22,0,1.759714484,0,0,0,0,yes,Large,Large,Short,Short,1,0,0,1,YES soot pollution,yes,no,-1,0,0,1,-32,92,-16,71,41,10,1.759714484,no,0,2.357352076,40,Go to next season ,OK ,Consider 
Scene 2951,SMALL,93,1,1.800498724,-1,0,0,1,no,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,no,no,0,0,0,-1,-7,87,-7,9,20,8,1.800498724,no,1,3.51239395,427,Unknown,Not recommended ,Consider 
Scene 2952,SMALL,76,1,0.57455492,-1,1,1,0,no,Large,Large,Short,Short,-1,1,1,-1,NO soot pollution,no,yes,-1,1,1,0,-34,89,-48,8,21,13,0.57455492,yes,1,4.495582629,482,Unknown,Not recommended ,Unknown
Scene 2953,LARGE,95,0,1.197912812,1,0,1,1,no,Large,Large,Short,Short,-1,0,-1,1,NO soot pollution,no,yes,-1,0,1,-1,-11,58,-24,43,43,14,1.197912812,yes,0,1.309572493,260,OK ,Not recommended ,Consider 
Scene 2954,LARGE,44,1,1.187231421,0,0,0,-1,yes,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,no,0,0,0,0,-32,45,-31,99,10,16,1.187231421,no,1,2.852144933,464,OK ,Not recommended ,OK 
Scene 2955,LARGE,50,1,0.505803287,1,0,0,0,no,Large,Large,Short,Short,1,0,0,1,NO soot pollution,no,yes,1,0,0,1,-22,87,-29,29,47,4,0.505803287,yes,1,2.992399139,381,OK ,Not recommended ,OK 
Scene 2956,LARGE,13,0,0.127936304,0,0,0,0,no,Large,Small,Short,Short,-1,0,0,-1,YES soot pollution,no,yes,1,0,0,0,-19,24,-31,88,0,5,0.127936304,yes,0,2.844627882,464,OK ,Not recommended ,OK 
Scene 2957,MEDIUM,69,1,1.531467319,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,no,-1,0,0,-1,-29,76,-14,25,10,12,1.531467319,no,1,4.026621628,115,Consider ,Not recommended ,OK 
Scene 2958,SMALL,41,0,0.55929482,-1,-1,0,0,no,Large,Large,Short,Short,1,-1,0,0,YES soot pollution,no,no,-1,-1,0,0,-14,29,-4,61,20,7,0.55929482,no,0,4.590500297,246,Unknown,Not recommended ,Consider 
Scene 2959,LARGE,69,0,1.567491293,0,0,0,0,yes,Large,Large,Short,Short,0,0,-1,0,NO soot pollution,yes,yes,0,-1,-1,0,-33,90,-42,20,12,21,1.567491293,yes,0,3.157467735,193,OK ,Not recommended ,OK 
Scene 2960,SMALL,13,1,1.758779883,-1,0,1,0,yes,Large,Small,Short,Short,1,0,-1,-1,YES soot pollution,yes,no,1,0,1,-1,-39,16,-23,14,0,6,1.758779883,no,1,4.524863559,57,Unknown,Not recommended ,Consider 
Scene 2961,LARGE,37,0,0.360212266,0,0,0,0,yes,Large,Large,Short,Short,0,-1,0,0,NO soot pollution,yes,no,0,-1,0,0,-40,39,-20,7,7,8,0.360212266,no,0,2.627555387,477,OK ,OK ,OK 
Scene 2962,MEDIUM,92,0,0.196997985,1,0,-1,0,no,Large,Large,Short,Short,-1,0,0,0,NO soot pollution,no,no,-1,0,-1,0,-23,97,-25,53,30,14,0.196997985,no,0,2.068346385,385,Unknown,Not recommended ,Consider 
Scene 2963,MEDIUM,90,1,1.748428464,0,-1,0,1,yes,Large,Large,Short,Short,0,-1,0,-1,YES soot pollution,no,yes,0,1,0,0,-27,87,-50,98,16,14,1.748428464,yes,1,4.565182995,341,Unknown,Not recommended ,OK 
Scene 2964,SMALL,27,1,1.410515547,0,-1,0,1,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,yes,no,0,-1,0,0,-48,16,-43,13,2,15,1.410515547,no,1,3.613972266,438,Unknown,OK ,OK 
Scene 2965,SMALL,79,0,0.809421539,-1,-1,0,0,no,Large,Large,Short,Short,1,-1,1,0,NO soot pollution,no,no,1,0,1,0,-37,58,-19,26,21,5,0.809421539,no,0,2.067261676,279,Unknown,Not recommended ,OK 
Scene 2966,MEDIUM,28,0,1.738687038,0,1,0,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,yes,0,0,0,0,-27,84,-17,34,44,9,1.738687038,yes,0,1.116495767,355,OK ,Not recommended ,OK 
Scene 2967,MEDIUM,97,1,0.768516541,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,1,YES soot pollution,yes,no,0,0,0,-1,-9,52,-7,8,32,2,0.768516541,no,1,4.880400347,389,Consider ,Not recommended ,Consider 
Scene 2968,SMALL,79,0,0.627783179,0,0,0,0,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,yes,0,0,0,0,-14,11,-18,80,45,11,0.627783179,yes,0,2.740215046,77,Consider ,Not recommended ,OK 
Scene 2969,MEDIUM,80,0,0.1004733,0,0,0,0,no,Large,Large,Short,Short,0,-1,0,0,NO soot pollution,no,no,0,-1,0,0,-2,84,-25,13,29,12,0.1004733,no,0,4.293108965,194,Consider ,Not recommended ,OK 
Scene 2970,LARGE,86,1,0.271955967,0,1,0,1,yes,Large,Large,Short,Short,0,-1,0,1,NO soot pollution,yes,yes,0,0,0,-1,-22,81,-50,67,4,12,0.271955967,yes,1,1.008998005,450,OK ,OK ,OK 
Scene 2971,MEDIUM,55,0,1.308336139,0,-1,0,-1,no,Large,Large,Short,Short,0,1,0,0,YES soot pollution,yes,no,0,1,0,1,-45,72,-3,20,10,2,1.308336139,no,0,1.120110289,293,Unknown,Not recommended ,Consider 
Scene 2972,SMALL,65,0,0.470213503,0,0,0,1,no,Large,Large,Short,Short,0,0,0,1,NO soot pollution,no,no,0,0,0,1,-5,68,-48,73,26,10,0.470213503,no,0,1.58546451,133,Consider ,Not recommended ,OK 
Scene 2973,MEDIUM,72,1,1.501351237,-1,-1,0,0,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,no,no,0,1,0,0,-3,91,-17,26,1,9,1.501351237,no,1,2.544855788,277,Unknown,OK ,OK 
Scene 2974,MEDIUM,63,1,1.932965636,1,1,0,1,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,0,1,0,-1,-16,54,-49,31,1,6,1.932965636,no,1,4.535290887,196,Unknown,OK ,OK 
Scene 2975,LARGE,52,1,1.512454867,-1,0,-1,-1,no,Large,Large,Short,Short,1,0,1,1,NO soot pollution,no,yes,0,0,-1,0,-50,14,-34,96,42,19,1.512454867,yes,1,2.818084853,425,OK ,Not recommended ,OK 
Scene 2976,LARGE,47,1,1.189124346,-1,0,1,0,yes,Large,Small,Short,Short,-1,0,-1,0,NO soot pollution,no,yes,1,0,1,1,-37,63,-16,64,0,14,1.189124346,yes,1,4.204403648,59,OK ,Unknown,OK 
Scene 2977,LARGE,25,1,0.459352791,1,0,0,0,yes,Large,Large,Short,Short,1,0,0,1,NO soot pollution,no,no,-1,0,0,-1,-11,37,-2,70,46,16,0.459352791,no,1,4.111523611,393,OK ,OK ,Consider 
Scene 2978,LARGE,46,0,1.235066652,-1,0,-1,0,yes,Large,Large,Short,Short,0,0,-1,0,NO soot pollution,no,yes,-1,0,-1,0,-26,52,-27,48,48,15,1.235066652,yes,0,2.012520503,249,OK ,Not recommended ,Consider 
Scene 2979,LARGE,85,1,1.838335156,-1,0,0,-1,yes,Large,Large,Short,Short,-1,0,0,-1,NO soot pollution,no,yes,1,0,0,0,-29,39,-13,64,35,18,1.838335156,yes,1,2.57066089,439,OK ,Not recommended ,OK 
Scene 2980,SMALL,41,1,0.727171898,0,1,0,0,yes,Large,Small,Short,Short,-1,1,0,-1,NO soot pollution,yes,no,1,-1,0,0,-17,42,0,50,0,13,0.727171898,no,1,2.683634958,325,Unknown,Not recommended ,OK 
Scene 2981,MEDIUM,63,0,1.086423874,1,0,1,1,yes,Large,Large,Short,Short,1,0,1,-1,YES soot pollution,yes,yes,-1,0,1,-1,-3,19,-6,93,40,3,1.086423874,yes,0,4.891019418,422,Unknown,Not recommended ,OK 
Scene 2982,SMALL,75,0,0.411071748,-1,1,0,1,no,Large,Large,Short,Short,0,-1,0,-1,YES soot pollution,no,no,0,-1,0,0,-7,80,-29,96,19,20,0.411071748,no,0,1.804891391,134,Unknown,Not recommended ,Consider 
Scene 2983,MEDIUM,94,1,0.259182423,1,-1,-1,1,no,Large,Large,Short,Short,0,-1,1,-1,NO soot pollution,no,yes,0,1,-1,0,-45,91,-42,43,32,7,0.259182423,yes,1,3.713706178,205,Unknown,Not recommended ,OK 
Scene 2984,MEDIUM,82,1,0.187247902,0,0,1,-1,no,Large,Large,Short,Short,0,0,-1,-1,YES soot pollution,no,no,1,0,-1,1,-21,55,-39,92,49,18,0.187247902,no,1,1.130757066,170,Unknown,Not recommended ,Consider 
Scene 2985,LARGE,40,0,1.364278913,-1,-1,0,0,yes,Large,Large,Short,Short,0,-1,0,-1,NO soot pollution,yes,no,0,1,0,0,-35,64,-10,4,12,4,1.364278913,no,0,2.218223383,253,OK ,Not recommended ,OK 
Scene 2986,MEDIUM,71,0,1.722866893,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,0,0,0,0,-5,94,-10,33,39,5,1.722866893,no,0,1.597578678,259,Go to next season ,OK ,OK 
Scene 2987,MEDIUM,30,0,1.386176109,1,0,0,0,yes,Large,Large,Short,Short,-1,0,0,1,NO soot pollution,yes,yes,-1,0,0,1,-9,66,0,16,31,19,1.386176109,yes,0,4.823087725,469,OK ,Unknown,Unknown
Scene 2988,SMALL,43,0,0.568464041,-1,0,1,0,no,Large,Large,Short,Short,1,0,1,-1,YES soot pollution,yes,yes,-1,0,-1,1,-34,93,-5,42,3,17,0.568464041,yes,0,4.810435459,172,Unknown,Not recommended ,OK 
Scene 2989,SMALL,71,1,0.488310516,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,no,0,0,0,1,-49,46,-27,90,36,8,0.488310516,no,1,4.599020587,345,Consider ,Not recommended ,OK 
Scene 2990,SMALL,29,0,0.598021626,1,0,0,0,no,Large,Large,Short,Short,0,1,0,0,YES soot pollution,yes,no,-1,-1,0,0,-6,56,-33,66,10,7,0.598021626,no,0,4.849325155,470,Unknown,Not recommended ,Consider 
Scene 2991,MEDIUM,34,0,0.217793822,0,0,0,-1,yes,Large,Large,Short,Short,-1,0,-1,1,NO soot pollution,no,yes,-1,0,0,0,-21,64,-13,21,16,16,0.217793822,yes,0,3.36161886,208,OK ,Unknown,OK 
Scene 2992,SMALL,36,1,1.305004954,0,-1,0,0,yes,Large,Large,Short,Short,0,-1,0,1,YES soot pollution,no,no,1,0,0,0,-34,94,-7,5,39,18,1.305004954,no,1,1.694704465,438,Unknown,OK ,Consider 
Scene 2993,MEDIUM,41,0,0.849062383,0,1,0,0,no,Large,Large,Short,Short,0,-1,0,0,YES soot pollution,no,yes,0,0,0,0,-47,29,-17,24,39,5,0.849062383,yes,0,1.662741852,98,OK ,Not recommended ,OK 
Scene 2994,LARGE,65,1,0.669192672,0,0,1,1,yes,Large,Large,Short,Short,0,-1,0,1,YES soot pollution,yes,no,0,1,0,1,-30,31,-4,61,27,19,0.669192672,no,1,1.577091041,466,OK ,OK ,Consider 
Scene 2995,LARGE,12,0,0.989022911,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,no,0,0,-1,-1,-43,52,-9,94,38,11,0.989022911,no,0,3.737681739,47,OK ,OK ,OK 
Scene 2996,MEDIUM,41,1,1.074810386,0,1,0,0,yes,Large,Large,Short,Short,0,0,0,0,YES soot pollution,no,no,0,-1,0,-1,-1,39,-41,13,48,8,1.074810386,no,1,1.146059598,92,OK ,OK ,Consider 
Scene 2997,MEDIUM,16,1,1.84406817,0,0,0,0,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,no,yes,0,0,0,1,-40,62,-50,48,48,10,1.84406817,yes,1,2.964739464,390,OK ,Not recommended ,OK 
Scene 2998,LARGE,20,0,1.946500421,0,0,0,1,no,Large,Large,Short,Short,0,0,1,0,NO soot pollution,yes,no,0,0,1,-1,-12,64,-8,15,6,12,1.946500421,no,0,2.994987739,158,OK ,Not recommended ,OK 
Scene 2999,SMALL,15,1,1.84309721,0,0,0,0,no,Large,Large,Short,Short,0,1,0,1,YES soot pollution,yes,no,1,1,0,1,-21,68,-47,92,13,5,1.84309721,no,1,2.512456647,419,Consider ,Not recommended ,Consider 
Scene 3000,SMALL,15,1,0.976563632,1,0,0,0,yes,Large,Large,Short,Short,1,0,0,1,YES soot pollution,no,no,0,0,0,0,-32,84,-31,20,30,6,0.976563632,no,1,1.459334017,355,Unknown,OK ,Consider 
Scene 3001,MEDIUM,43,0,0.502784669,-1,0,0,1,yes,Large,Large,Short,Short,-1,0,0,1,YES soot pollution,no,no,-1,0,0,1,-31,26,-19,28,44,21,0.502784669,no,0,3.42913411,21,OK ,Unknown,Consider 
